"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"0610005C13Rik",17.8896468519913,-1.63693005724003,0.453193555613312,-3.61198882235816,0.000303857666464149,1
"0610030E20Rik",18.1229742906034,-0.120028319964399,0.40815621396254,-0.294074464281989,0.768701003147868,1
"0610039K10Rik",18.8795450400798,-0.687635956722771,0.413036180287897,-1.66483225814134,0.0959462262424483,1
"0610040J01Rik",48.551201910567,0.0498865810746858,0.266013967534829,0.187533690568914,0.851242210978892,0.960415131594633
"1110004F10Rik",18.4417262248882,0.912179732594549,0.408345678616047,2.23384201269395,0.0254934701078089,1
"1110035H17Rik",17.0671072053536,-0.973177076052349,0.435226297505193,-2.23602544614331,0.0253501043736077,1
"1110038B12Rik",19.9282832644829,1.07229141851972,0.406237796103849,2.63956586217203,0.00830122914674029,1
"1110038F14Rik",8.53039617328148,0.039036574631418,0.584711514919286,0.066762110263566,0.946771087709665,1
"1110059E24Rik",23.7260755153073,0.899058627263225,0.368708665955114,2.43839841663139,0.0147525043920795,0.125790404739635
"1110065P20Rik",14.3194514343916,-0.371794536635185,0.463057331155028,-0.802912537218228,0.422025289097276,1
"1600012H06Rik",26.6526623691921,0.359873967693718,0.348535573378397,1.03253152671166,0.301823186490859,0.680953923053998
"1600014C10Rik",9.35344256142161,-0.113906225287466,0.574224424813252,-0.198365343523154,0.842759230501114,1
"1700003D09Rik",20.4471767694136,-1.07265572900554,0.398467136882567,-2.69195532007365,0.00710344610171084,1
"1700017B05Rik",18.4062532936673,0.347852135944476,0.41419070872744,0.839835681039821,0.401000524486124,1
"1700018L02Rik",7.98830676497227,-0.813683118057721,0.618060687890007,-1.31651006770152,0.188002901551957,1
"1700021J08Rik",6.56005638380585,-0.231114344736988,0.711396420495738,-0.324874202453725,0.745276282212109,1
"1700022I11Rik",10.212248439949,-0.074083423242918,0.537220194214422,-0.137901411824718,0.890318334595691,1
"1700025G04Rik",10.3892182885987,0.666475445562311,0.551533363895167,1.2084045847297,0.226891677154458,1
"1700034P13Rik",5.53780885408012,0.803647975945657,0.724714703283745,1.10891633949782,0.267466274354925,1
"1700101I11Rik",6.97757934512772,-1.07793306187174,0.675235643275969,-1.59638057114705,0.11040385121949,1
