,DSSd00_1,DSSd00_2,DSSd00_3,DSSd07_1,DSSd07_2,DSSd07_3
0610010F05Rik,6.18582729819223,6.31371773100864,6.17615017008855,6.25451509981673,6.52133100877761,6.41752043588271
0610010K14Rik,8.88912056519937,9.4670582226422,9.26168746046022,8.73121183044402,8.55935574235238,8.2590452342403
0610033M10Rik,8.34811743938995,8.35095253168656,8.46667297895904,8.60769205728126,8.80410872144211,8.79135074915229
0610040F04Rik,6.28997192618686,6.59067037533293,6.53963211346267,6.17109299390478,6.05295635263583,5.71133303651587
0610040J01Rik,5.66751352701453,5.4481895294665,5.52090270001745,5.41555147756673,5.60040238897635,5.38194467449761
1010001B22Rik,4.84524485463433,4.97866898042699,4.5499335787181,5.0546508028698,4.83645520006243,4.84765876446043
1110003F10Rik,5.2671504986732,5.58184682964672,5.47724260233527,5.31581439968481,5.39862149358457,5.38194467449761
1110013H19Rik,6.87051205557352,7.03601973593881,6.84796880255606,7.06056427719374,7.17071113519208,7.00766126854323
1110018N20Rik,5.76847620309369,5.62217587384591,5.43111691558088,5.93139408342873,5.60040238897635,5.63979628977742
1110032A03Rik,7.13388370191906,6.87269442099947,7.25187259148574,7.37638502150245,7.18021193707732,7.42457821749992
1110032F04Rik,4.96684410128771,4.5499335787181,4.97032569136395,4.5499335787181,4.83645520006243,4.5499335787181
1110038B12Rik,5.59364364504472,5.58184682964672,5.64000967697561,5.72480263241151,5.5637135691664,5.52071085851257
1110038F14Rik,7.59783948267346,7.56860669257037,7.52421399258688,8.20947636540286,7.90780129308892,8.08792879446887
1110065P20Rik,4.84524485463433,4.85365091719478,4.84771958811975,4.96272865453797,4.95447594068546,4.5499335787181
1190007I07Rik,5.51309424216788,5.53959251576335,5.38211067595433,5.46091330029586,5.48531122507367,5.71133303651587
1500002F19Rik,4.5499335787181,5.15406683943756,4.97032569136395,4.5499335787181,4.5499335787181,4.5499335787181
