"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"0610005C13Rik",17.8892801739594,-1.63689538382861,0.453157390430232,-3.61220056959576,0.000303609588469723,1
"0610009B22Rik",10.4708366563111,0.475995545469751,0.533955705236762,0.891451370968476,0.372687068849786,1
"0610010F05Rik",9.06723208935123,0.979919693207796,0.63479872134035,1.54366992286742,0.122668316237786,1
"0610012G03Rik",40.6130833029101,-0.66431560584323,0.288221124712114,-2.30488173449039,0.0211731978468865,0.160132952080608
"0610030E20Rik",18.122657164291,-0.119987559965422,0.408118301694372,-0.29400190941517,0.768756444318993,1
"0610039K10Rik",18.8791509227676,-0.687587557551578,0.412998038620163,-1.66486882080318,0.0959389299047313,1
"0610040J01Rik",48.5507833178862,0.0499146017607316,0.266014337245018,0.187638765179625,0.851159835728994,0.960372675327582
"1110004F10Rik",18.4415539794453,0.912215470239559,0.408312030250119,2.23411362550539,0.0254755977050769,1
"1110008P14Rik",13.2943131808245,-0.253207823772123,0.472298853333672,-0.536117803346085,0.591877136570648,1
"1110032A03Rik",13.1206574035056,0.148538120774572,0.471593378256743,0.314970751547968,0.752783861305902,1
"1110035H17Rik",17.0666981562864,-0.973135281339662,0.435184316295314,-2.23614511116549,0.0253422672935722,1
"1110038B12Rik",19.9281112712327,1.07233262297515,0.406205309031288,2.63987840418048,0.00829357780450064,1
"1110038F14Rik",8.53023330888862,0.0390750898074238,0.584642814624646,0.0668358334866578,0.9467123961782,1
"1110051M20Rik",11.0523608394449,-0.55737137753883,0.523628944078499,-1.06443958807455,0.287129607976085,1
"1110059E24Rik",23.7257875765649,0.89910283915445,0.368680581932876,2.43870407939778,0.0147400331545464,0.125586805103591
"1110065P20Rik",14.3191757751567,-0.371759022632684,0.463009091646226,-0.802919487630139,0.422021271546282,1
"1600012H06Rik",26.6522951108357,0.359912746879243,0.348510531790243,1.03271698858117,0.30173636088952,0.681003184912711
"1600014C10Rik",9.35342857123533,-0.113881171671463,0.574160852562699,-0.198343671748375,0.842776185235412,1
"1700003D09Rik",20.4466635434947,-1.07260888861218,0.398432684833148,-2.69207052895613,0.00710099266763184,1
"1700017B05Rik",18.4059824985286,0.347885301778618,0.414152553661965,0.839993134661594,0.400912235842261,1
"1700018L02Rik",7.98807707968539,-0.813629754628606,0.617989010091134,-1.3165764137272,0.187980649161151,1
"1700021J08Rik",6.55999553292293,-0.231082015013801,0.711304109473034,-0.324870912365453,0.745278772384529,1
"1700022I11Rik",10.2120933764963,-0.0740496278574723,0.537160410506247,-0.137853844790394,0.890355928559186,1
"1700023B13Rik",10.285989013676,-1.36188089550737,0.579203927681472,-2.35129775614423,0.0187080565956571,1
"1700025G04Rik",10.3892145242557,0.666493920300959,0.55147464946687,1.2085667418172,0.226829340139492,1
"1700034P13Rik",5.53776013678312,0.803685998668347,0.724630646407716,1.10909744523302,0.267388146899493,1
"1700037H04Rik",24.3542495190356,-0.587137148817101,0.372528353584223,-1.57608714388597,0.115005721439257,0.447491227834681
"1700066B19Rik",12.9142979472134,0.0377892620489033,0.481198274767357,0.0785315825730528,0.937405208530452,1
"1700101I11Rik",6.97739221952081,-1.07787649981758,0.675155535839426,-1.59648620591913,0.110380283063836,1
"1700123O20Rik",22.5617888442682,-0.0933165134254713,0.388078386169055,-0.240457899102942,0.809975297520721,0.945484448311732
"1810013L24Rik",38.1006779183519,0.571556547299591,0.293842350713693,1.94511290122536,0.0517613914968492,0.287721941699727
"1810014B01Rik",20.0434547625385,0.411236253501205,0.391862402145318,1.04944044452803,0.293975451948084,1
"1810030O07Rik",13.9753309343206,0.45103231776946,0.469335072309208,0.961002798172112,0.33655076090213,1
"1810037I17Rik",40.4641640068153,0.197434126276593,0.292140018434967,0.675820202019135,0.499154806693363,0.821058722846633
"1810049J17Rik",12.0613511669934,-1.55103364493918,0.538051859711567,-2.88268429324014,0.00394302408245393,1
"1810055G02Rik",21.5264578460646,-0.411952093463651,0.39441336070474,-1.04446789715129,0.296268964454239,0.674293482684762
"1810058I24Rik",16.7583714802231,0.324973219247717,0.422791720754805,0.768636667405752,0.442109031657267,1
"1810065E05Rik",1480.19084121452,0.496464868028442,0.121314033906976,4.09239435899998,4.26941764188442e-05,0.00152456040098177
"2010001K21Rik",5.26243115052164,-0.253745869506338,0.729046545575274,-0.348051672484249,0.72780137756411,1
"2010003K11Rik",7.16831893583231,-1.12631029343597,0.656412521599524,-1.71585741644814,0.0861881423125352,1
"2010315B03Rik",9.21739758575528,0.033228479089418,0.561837353314603,0.0591425238877124,0.952838588734873,1
"2200002D01Rik",205.798425534587,-0.465306792775931,0.161673002208575,-2.87807355847599,0.00400111830623985,0.0515363774323501
"2210009P08Rik",5.03749142946245,1.71096887621747,0.815920391905309,2.09698016276083,0.0359953314254318,1
"2210016F16Rik",49.9526857177138,-0.192159791753123,0.269654243445044,-0.712615493448691,0.476083721761689,0.811745046291764
"2210016L21Rik",22.3964573249163,-0.0307575285996323,0.370292618486919,-0.0830627645922648,0.933801633046079,0.983332128990677
"2310011J03Rik",35.2651885623597,-0.606738344001874,0.307463366863965,-1.97336791758454,0.0484536600616323,0.276416127469899
"2310022A10Rik",10.9950581354089,-0.0242624933224623,0.514169289094886,-0.0471877528219793,0.962363588481735,1
"2310022B05Rik",48.9949179579488,-0.0320646945746288,0.258636168332318,-0.123976065611324,0.901334225716908,0.973799618822701
"2310030G06Rik",6.40560278511906,0.298574401871372,0.684875463657755,0.435954297846732,0.662869888632046,1
"2310033P09Rik",9.23164238050073,-0.178170085154965,0.558311984142274,-0.319122802690121,0.749633392922061,1
"2310039H08Rik",13.6719664827054,-0.455321937508336,0.46605522872387,-0.976969915679471,0.328584046434513,1
"2310061I04Rik",38.6270913985756,-0.106904171261389,0.303234422999543,-0.352546291426649,0.724428608420782,0.91726151409572
"2410002F23Rik",7.53086158736995,0.176973432313512,0.620693186080297,0.285122241201175,0.775550490946506,1
"2410004B18Rik",7.24071539933941,-0.339578913766074,0.629822235957919,-0.539166282768021,0.589772123229499,1
"2410006H16Rik",16.5243608739913,1.23828304077166,0.841776851044187,1.47103479887292,0.141281706170365,1
"2510002D24Rik",9.58361203715517,-0.355784754828892,0.569236108710012,-0.625021409191982,0.531957006869057,1
"2510009E07Rik",22.7691425419087,-0.368013319497783,0.367427459406078,-1.00159449185603,0.316539482350772,0.690876502678166
"2510039O18Rik",117.043561975374,-0.341707637573552,0.209331754983583,-1.6323736339016,0.102600799957507,0.42059077859059
"2610001J05Rik",21.0858978954835,0.128790656831613,0.387798968854967,0.332106754207951,0.739808650193058,1
"2610002M06Rik",17.5779478947401,0.56419815891242,0.418489646722653,1.34817710146682,0.177601427684002,1
"2610008E11Rik",5.23979452861774,0.123185543026198,0.774942841485102,0.15896081160015,0.873699748993311,1
"2610035D17Rik",11.8767712602903,-0.156706449447012,0.505611435342391,-0.309934543590561,0.756610733364862,1
"2610206C17Rik",8.43116879480521,-0.584732239699372,0.580405635872595,-1.00745444833642,0.313716437231661,1
"2610301B20Rik",3.92040155303024,0.179094931944828,0.895619029916527,0.199967760802849,0.841505795008088,1
"2610507B11Rik",189.407512975512,0.177811940851969,0.160503310167314,1.10783971163344,0.267931046289614,0.653270079155575
"2610528A11Rik",364.294430724549,0.114442969185348,0.171177579395008,0.668562843275523,0.503774381538769,0.823528896062845
"2610528J11Rik",37.589819017242,-0.0853073986158481,0.304623728118249,-0.280041870483357,0.779445381514976,0.936699050312737
"2700081O15Rik",13.2567971255101,-0.894672041864444,0.494358386028115,-1.80976406418958,0.0703323829119442,1
"2810004N23Rik",15.1350391105983,-0.0679972319747696,0.437586755595166,-0.15539143062565,0.876512739479319,1
"2810013P06Rik",6.84368384167383,0.062837255725784,0.660017094280034,0.0952054973581082,0.924151603563691,1
"2810025M15Rik",5.76914988531283,0.0182260780384283,0.697219972874002,0.02614107275685,0.979144816922852,1
"2810459M11Rik",21.8508045598966,-0.420985065946655,0.382085785949352,-1.10180771289529,0.27054527651621,0.655746832827408
"2900026A02Rik",148.992189241853,-0.378810130155145,0.198281476320341,-1.91046656089621,0.056073167878352,0.30179691746227
"3110040N11Rik",5.58426595074248,-0.763964853992722,0.748425420989887,-1.02076283430122,0.307366816720943,1
"3110082I17Rik",5.57086404753557,-0.0649523629872098,0.73856624039409,-0.0879438558585511,0.929921299680611,1
"3830406C13Rik",8.54938208620356,0.605248877166273,0.594533447454319,1.01802325799808,0.30866690327577,1
"4632415L05Rik",6.40741603066139,-0.441315604072104,0.683006947033287,-0.646136332857234,0.518191067253351,1
"4731419I09Rik",4.92192663188992,-0.278064549687556,0.77916966986982,-0.356872912845817,0.721186948631367,1
"4833420G17Rik",11.891873012524,0.782452083476792,0.502943769523112,1.55574465952468,0.119768822327484,1
"4833438C02Rik",9.59061307765792,-0.162847510172922,0.569152655109088,-0.28612272772708,0.774784124692539,1
"4833439L19Rik",110.709019751453,-0.0736031795486808,0.19328092812938,-0.380809323822223,0.703344740236134,0.909111345798916
"4921514A10Rik",5.34254726965168,-0.612594282577212,0.774509128725986,-0.79094520626876,0.428975966847925,1
"4921516A02Rik",8.47362179240309,-1.62445881517764,0.634492349823761,-2.56024964781506,0.0104596995288088,1
"4930402H24Rik",25.964198911647,0.113721513136775,0.354376264317186,0.320906123201831,0.748281533515901,0.92929357741825
"4930404A12Rik",5.95565741092759,0.0957955041735462,0.698245261462793,0.137194635553786,0.890876951025118,1
"4930404N11Rik",8.12243915073978,-0.494879198433285,0.616813723544945,-0.802315479605611,0.422370490364816,1
"4930453N24Rik",12.533019215152,-0.293870477729922,0.481452917059925,-0.610382588446015,0.541608399323835,1
"4930458D05Rik",5.44865197308728,-1.08160945060986,0.757485388783551,-1.42789480381505,0.153322139470949,1
"4930473A02Rik",5.17566403948052,-1.35337895695945,0.785343433074367,-1.72329569454908,0.0848350659626796,1
"4930523C07Rik",8.90877033995814,0.967694326470623,0.60038643986387,1.61178578032181,0.107008563534562,1
"4930524O07Rik",16.7929920304198,0.0445767159949341,0.417668772678108,0.106727433102328,0.915005218435674,1
"4930597O21Rik",7.89215667708453,-0.0666569021243792,0.606029994106432,-0.10998944404173,0.912417746554447,1
"4931406C07Rik",203.916128719119,-0.00443173533916325,0.194755012920182,-0.0227554365492998,0.981845355292275,0.99453707263178
"4931414P19Rik",6.54661714254786,-0.522296577809021,0.702623876044938,-0.743351593385956,0.457268842951825,1
"4932438A13Rik",35.2894123935513,0.555067422005476,0.302944993475472,1.83223830715135,0.066915923945395,0.328428163126195
"4932441J04Rik",4.69849167651857,-1.64653969096146,0.858886085329014,-1.91706411256007,0.0552297871481235,1
"4933431E20Rik",35.1492409633636,-0.99892602344742,0.307792669238242,-3.24545099114825,0.00117264747175927,0.0206752407364557
"4933440N22Rik",9.29558152633942,-1.3937503927036,0.583587472397055,-2.38824590764234,0.0169290101399824,1
"5031425E22Rik",6.48052579287803,-1.61274011097879,0.722095522505568,-2.23341657815965,0.0255214859416034,1
