,DSSd00_1,DSSd00_2,DSSd00_3,DSSd07_1,DSSd07_2,DSSd07_3
Gm8849,28,22,19,18,24,24
Cpxcr1,1,2,0,0,0,1
Gm28051,15,13,16,18,17,11
9530034A14Rik,19,15,29,25,15,11
Itpk1,64,86,69,68,66,36
Gm16373,11,21,12,15,9,12
Gm49982,28,33,36,19,35,15
H2ab1,3,5,8,6,10,6
Gm14918,8,5,4,7,5,4
Gm41361,44,46,32,48,66,43
Gm38277,312,216,268,228,306,206
Abcc4,134,137,159,159,158,111
Pdgfb,30,30,33,31,48,47
Sema7a,14,10,10,3,5,5
Gm28721,67,75,79,72,74,70
Pip5k1a,5,6,3,5,4,1
Ano6,3,5,4,1,1,0
Impa1,14,15,9,10,9,6
Cth,19,20,16,20,25,18
Cers3,39,64,72,49,36,42
Gm14913,7,7,2,6,8,5
Gm6491,13,11,14,6,7,3
Gm14911,0,1,0,0,1,2
Stk3,0,1,0,0,0,3
Slc10a5,8,13,11,7,10,6
Gm44154,14,8,5,12,30,18
Gm16547,105,119,114,147,133,131
Arih1,246,321,312,306,406,313
Ccn5,1,1,1,0,0,0
Cnih3,1,0,0,1,0,1
Dact1,26,24,17,31,35,41
Gm14917,5,2,4,11,9,9
Kcnk15,6,5,5,9,9,9
BC061195,21,16,21,23,18,19
A130051J06Rik,8,3,3,3,15,9
Tgif2lx2,3,5,6,5,5,5
C920006O11Rik,8,6,8,3,10,6
3830406C13Rik,12,6,6,12,11,7
Tgif2lx1,1,0,1,0,0,0
Arx,6,3,3,10,4,7
Gsta4,13,16,9,14,12,13
Gm49455,17,17,16,19,16,17
Gm49456,67,36,56,36,46,54
Gm3126,34,49,37,25,21,18
Dppa5b,2,2,1,0,1,0
Gm4862,307,302,322,293,342,344
Htr3b,13,22,26,12,10,12
Gm37785,39,23,39,46,30,33
Gm45693,8,6,4,5,13,3
Gm15634,16,13,20,23,14,24
Snx25,39,28,31,48,28,30
Ywhab,8,6,7,8,7,7
Tstd1,1,1,1,0,3,0
Rps11-ps1,6,0,2,2,4,1
Bpifb3,39,31,39,35,38,50
Sult6b1,211,184,210,208,241,188
Gm33180,11,15,20,19,15,14
Htr2c,6,7,6,4,5,7
D030051J21Rik,301,287,294,302,265,279
Gm28723,37,33,52,39,18,29
Gm43797,1,0,0,1,1,0
Tpt1,17,10,13,8,5,4
Gm16539,120,104,117,101,132,101
Gm47748,2,2,1,1,0,1
Gm3791,27,32,51,40,37,34
Zmym2,24,18,26,39,36,39
Gm8074,1,0,1,1,1,1
AI115009,21,15,18,17,20,23
Gm42460,33,20,24,32,26,23
Zzz3,1,3,5,3,7,2
Gm45497,45,25,48,35,32,47
Gm6450,30,40,40,54,60,58
Gm13205,4,1,7,2,4,2
Sowahb,2,0,1,1,0,0
D530018E20Rik,8,10,6,7,11,10
Casz1,1,1,0,1,3,2
Kcmf1,4,6,0,5,8,6
Gsta2,8,8,12,5,10,10
Gm3928,21,12,15,25,30,21
Gm12928,0,1,0,2,2,0
Gm14838,97,68,84,75,126,81
Gm6206,59,54,65,61,62,55
Il13ra2,21,27,37,37,35,41
Tmem202,18,27,16,11,4,13
Gm16958,0,0,1,0,1,0
Gm42971,13,10,6,11,12,15
Ooep,0,0,1,0,0,1
Ddx43,2,3,1,1,3,5
Gm14926,20,21,39,42,35,41
Arid2,12,11,14,36,21,21
Gm44200,0,3,1,2,0,2
Gm4913,182,168,168,242,253,318
Gm16420,2,5,1,2,1,3
Nkd1,5,6,3,8,6,10
Gm5863,0,0,0,0,1,1
Gm16323,12,14,10,11,6,7
Gm17909,12,12,10,14,16,12
Gm7205,1,2,0,0,0,0
Car11,28,19,20,15,21,24
H2ab3,114,91,93,99,120,89
Gm45496,347,319,269,307,273,279
Adad1,4,0,2,0,0,1
Gm12583,11,7,9,9,14,16
Ptpn18,10,7,4,5,11,9
B3gnt7,12,2,11,19,22,17
Gm33016,28,21,28,31,25,32
Gm40438,2,0,0,1,1,0
4930404H11Rik,151,127,160,183,152,189
Dusp6,34,36,38,35,50,51
Gm4962,0,1,0,0,4,2
Gm13814,24,17,16,14,15,21
Gm12646,188,144,162,304,384,334
Dlx4,12,8,21,21,22,13
Tmsb10,1,1,0,1,1,0
Gm28417,54,36,44,21,35,32
Gm48089,1,0,1,2,0,1
9630002D21Rik,55,45,52,71,71,75
Gm41392,8,12,10,19,18,15
Gm43014,2,1,4,3,5,6
Slc17a5,2,3,5,2,2,4
Rhpn1,62,71,57,53,57,58
Stau2,1,2,1,2,1,5
Rcbtb2,129,100,122,177,219,253
Marf1,1,2,3,3,0,4
Adam28,40,25,30,32,23,24
Gm12934,7,4,4,4,7,9
Ago4,10,13,4,11,15,12
Gtsf2,12,10,12,12,11,10
A930028N01Rik,1,0,0,1,1,0
Gpalpp1,2,0,1,4,1,4
4930534D22Rik,5,8,6,10,9,3
Gm44170,35,32,32,32,27,47
Cyp2u1,76,61,75,108,110,96
Gm35024,9,7,17,20,14,5
Gm9506,17,16,9,15,15,12
Gm47499,3,2,2,2,2,1
Gm28620,123,151,113,139,166,118
Gm47501,19,16,22,12,13,15
Gm47500,31,38,36,43,47,42
Rnf220,10,8,9,13,16,17
Gm49264,11,9,11,11,11,11
Gm35262,8,4,7,4,8,7
Gm10635,7,8,7,1,1,3
4930532G15Rik,11,9,8,8,5,7
Gm8125,3,2,2,5,1,1
Gm44851,4,10,10,12,12,11
Furin,23,32,21,11,17,5
Sgms2,22,20,16,22,26,24
Gm7568,15,20,19,24,15,17
Slc38a4,0,0,0,1,0,1
Gm43101,4,0,2,3,3,1
Gm43100,52,81,89,73,87,76
Olfr1245,0,3,1,0,1,0
Gm44430,10,7,14,12,7,11
Gm32856,1,4,3,0,4,1
Qtrt2,11,16,16,17,11,13
Znhit6,10,12,11,19,17,23
Nufip1,1,1,2,1,0,1
Gata5os,1,2,1,2,5,1
Gm4383,2,3,6,2,4,2
Gm49916,3,2,2,3,3,2
Ccdc121,5,3,5,8,5,5
Amigo2,11,4,12,5,12,13
Gata5,0,1,0,2,1,1
Rab12,18,18,23,12,21,9
Gm49938,38,40,37,38,35,21
Lpar6,3,2,2,2,0,0
Timm8a1,26,24,24,28,24,23
Gjb2,2,1,1,2,3,0
4930562D21Rik,33,35,36,34,37,43
Dlk1,0,1,1,0,1,3
Ctdnep1,2,1,2,3,2,3
Gm38220,12,12,6,10,19,9
Olfr1246,0,0,0,1,2,1
Celf6,9,12,7,11,12,7
Sphk2,56,54,53,32,30,68
Gm16271,1,0,0,0,0,2
Gm49108,0,0,1,1,0,0
Cacng5,116,109,104,126,107,88
Rpl18,6,6,15,18,9,10
Camkmt,41,47,55,46,63,47
Gm26952,39,20,33,40,52,63
Rpap3,0,1,0,2,1,1
Zcchc8,44,39,35,27,72,47
Gm14726,6,3,5,2,6,6
1110018N20Rik,18,13,9,24,14,14
Gm14725,4,0,0,0,1,0
Gm44667,1,2,0,0,0,2
Gm765,1,4,1,2,0,3
Gm16130,2,1,2,3,1,3
Gm32592,1,2,2,0,1,0
Gm13006,18,22,13,18,19,16
Gdf2,11,8,13,10,6,4
Gm14731,0,0,0,1,0,1
Gm8410,31,29,36,40,30,39
Gm17772,8,2,2,4,2,6
Gm6062,0,1,1,0,1,0
Ppp6c,59,96,85,51,80,64
Mef2a,58,54,54,45,63,46
Pdzd3,0,2,2,2,1,0
Ahsg,4,3,9,7,5,8
Gm20560,1,1,0,0,0,0
Gm18234,24,23,17,29,22,29
Nap1l4,14,7,4,8,13,9
Esrrb,7,3,6,5,14,10
Gm34776,1,6,3,6,7,4
Gm14091,61,39,62,55,59,70
Homez,4,5,8,9,6,8
Ube3b,7,3,6,7,10,10
F11r,42,42,26,42,50,44
Stc1,0,1,1,0,0,0
Gm48109,5,7,4,4,4,3
Rpl36a-ps2,0,4,4,5,2,4
Olfr1253,1,4,2,3,4,2
Chst4,26,25,31,25,42,37
Gm36965,1,1,1,1,5,4
Edrf1,21,19,15,25,26,39
Pkd1,6,9,7,6,13,12
Rbp3,1,0,0,1,0,0
Olfr545,14,8,10,8,14,15
Gm8556,113,108,86,118,120,115
Gm17051,6,7,8,6,3,6
Sidt2,9,6,7,8,11,13
Gm10340,2,7,1,4,7,3
Olfr547,6,5,4,2,2,4
Gm17221,80,64,81,89,109,99
Alpl,46,32,31,78,64,82
1700126G02Rik,2,3,4,2,2,5
Rpl28-ps4,10,10,9,8,14,7
Olfr549,0,0,1,1,0,0
Mrgbp,34,26,26,29,21,35
Gm17188,5,3,5,8,5,3
Gm9157,63,43,73,63,58,66
Dnajc3,3,2,2,2,1,1
Gm17222,17,21,15,17,13,27
Gm42881,41,30,28,39,42,39
Fzd9,8,10,6,13,7,18
Gm9946,4,2,5,1,2,2
Gm43944,15,11,7,11,17,11
Arl5c,9,7,14,9,6,8
Gm45083,1,0,0,1,0,2
Ppp1r3e,108,98,80,89,82,80
Gm13453,2,3,6,4,4,4
Gm9991,1,0,1,0,1,1
Eif2ak1,42,45,48,49,37,48
Gm45767,2,8,3,4,3,1
Aimp2,97,84,84,123,103,101
Gm40020,8,15,7,30,11,38
D6Ertd474e,2,3,1,1,2,2
Wfdc21,40,37,35,43,71,69
Gemin6-ps,10,6,10,11,8,12
A830035O19Rik,3,2,2,1,3,4
Gm49680,2,3,3,1,2,3
Olfr1025-ps1,8,7,5,17,20,7
Olfr48,1,2,2,3,0,1
Gm412,1,2,2,1,3,2
Gm37601,1,0,0,1,1,1
Olfr1026,99,75,75,101,134,154
Trim21,170,194,165,83,89,89
Lgals1,34,24,34,27,30,21
Gm43963,1,1,0,1,1,1
Gm43912,2,1,0,0,0,0
Gm11445,4,0,5,3,4,3
Nod2,9,5,3,6,8,7
Gm14223,129,105,148,91,136,121
Iqce,39,43,56,65,64,42
Gm16421,47,51,45,55,35,44
Gm14946,3,7,8,28,33,28
Adgrl1,253,193,227,203,258,203
Gm6051,5,3,7,3,4,1
Nap1l3,36,46,51,99,57,63
Cxcr4,9,6,9,5,7,7
Gm14947,19,27,23,15,27,9
Gm29599,5,7,3,1,3,6
Gm26686,48,54,55,58,30,38
Srd5a3,53,69,59,74,68,65
Six2,38,25,37,30,28,23
Gm10863,5,4,5,3,4,0
Tdo2,2,0,0,1,1,2
Nup155,25,19,32,25,26,21
Zfyve16,308,277,288,289,319,302
CJ186046Rik,39,42,45,69,46,52
1700094M23Rik,6,4,3,3,11,3
Bcl2l2,61,84,72,51,70,44
Cldn25-ps,94,96,94,76,101,95
Astx6,0,0,0,1,0,1
Srsx,12,7,6,8,16,14
Spz1,2,0,0,0,0,1
Gm33497,1,1,3,2,3,3
Syngr1,13,8,11,17,12,14
Gm43822,10,11,3,11,14,13
4930597L12Rik,91,92,101,98,79,65
Rapgef3os2,1,0,0,0,1,0
Gm11505,9,13,14,11,7,8
St6galnac3,36,34,33,40,46,43
Il6st,12,3,3,7,7,4
Osr2,42,28,32,37,29,37
Lbr,16,8,11,9,6,7
Gm15110,2,7,4,7,2,1
1700012D16Rik,17,12,16,16,21,27
Gm45756,18,17,20,18,25,28
Nelfe,5,3,3,5,2,3
Clspn,1,2,0,1,1,2
Gm47943,25,25,22,34,24,29
Gm49568,1,2,2,3,1,1
Gm18860,0,0,1,1,0,1
Msx3,30,25,24,19,16,27
Gm15113,2,1,0,0,0,0
Gm47269,0,1,0,2,2,5
4921517D22Rik,19,23,12,19,33,26
Gm15109,19,13,27,18,12,9
Gm8320,10,3,7,5,8,5
Gm8971,70,56,45,58,58,80
Cryl1,52,29,36,30,45,49
4930568A12Rik,31,37,35,38,49,48
Gm8331,1,1,2,1,0,2
Gm48276,4,1,0,3,0,1
Gm43682,60,54,63,77,92,78
Gm49366,79,77,79,49,69,61
Rpl31-ps9,20,5,11,9,14,8
Acot4,21,29,27,35,35,41
1700042D02Rik,1,0,1,0,0,0
Gm7439,2,2,3,6,6,5
Gm7444,0,1,0,1,0,0
Gm37479,1,3,2,1,5,0
Acot3,5,5,1,7,6,6
Thsd7b,7,7,7,43,16,16
Gm13544,0,1,0,1,0,2
Mettl4-ps1,0,1,1,0,1,1
Mafb,0,0,1,0,1,0
Fgf2,4,0,1,1,3,0
Synb,0,1,0,2,1,0
Gm8504,2,1,3,2,1,3
Gm12819,135,185,142,86,78,74
Gm31748,19,14,17,15,10,10
Gm43940,0,0,1,0,0,1
Gm12821,188,145,157,154,257,235
Olfr1257,2,1,4,8,2,5
Pik3c2g,1,0,0,2,0,0
Gm36951,16,32,22,27,19,24
Gm49942,86,79,114,19,17,8
Itga6,50,59,50,45,48,40
Gm17509,3,3,4,5,1,2
Emb,5,7,5,10,8,8
Gm29657,7,17,9,10,7,5
Gm8338,0,1,2,0,0,0
Gm5460,30,28,43,30,28,24
Pla2g4d,9,6,1,8,9,7
Gm42934,129,110,122,142,149,164
Gm20548,16,11,15,16,26,26
Mipep,43,36,66,54,50,39
Gm43488,13,9,12,15,13,8
Gm12564,34,26,26,18,19,15
Gm43484,3,5,4,4,2,2
Bbs12,704,656,666,1020,1163,1058
Olfr552,11,17,15,23,13,20
Nudt6,115,106,113,107,135,98
Olfr553,9,6,4,9,3,10
Gnb1-ps3,11,7,12,4,7,9
Rrp7a,51,47,53,61,69,54
Olfr554,4,1,4,1,2,1
Olfr1030,0,4,2,3,2,0
B4galt5,22,14,22,28,21,19
Zfp637,385,306,309,380,444,403
Apoh,114,87,75,95,128,121
Olfr1031,9,8,9,9,6,4
Mipepos,2,2,3,1,5,3
C1qtnf9,16,21,25,16,19,18
Gm12814,14,9,10,5,8,11
Gm17206,0,0,1,0,3,0
Olfr555,11,12,9,6,2,5
Olfr1260,1,0,0,0,0,1
Fgf2os,5,11,7,7,7,7
Wdr63,29,16,15,22,21,9
Cux2,99,80,65,72,66,88
Slc30a10,9,10,2,5,11,3
Jam3,3,5,5,4,8,3
Ppp1r1a,1,1,2,1,4,1
Gm2061,1,2,2,0,0,2
Gm42923,19,12,17,7,12,4
Plaat1,35,32,37,48,28,46
Gm6987,0,0,1,0,1,0
Gm21959,6,4,0,3,10,5
Gm17223,0,0,1,0,0,1
Emp2,2,2,3,2,6,1
Mctp1,47,32,38,38,38,32
Glycam1,19,11,14,13,14,13
Gm12817,13,6,10,13,12,11
Gm14222,8,1,3,2,6,2
Gm14221,16,31,25,19,16,19
Mcoln3,0,1,1,0,0,0
AL645535.1,2,4,1,2,0,0
Skint10,6,10,11,7,9,5
Gm12826,5,4,10,9,8,8
Gm14798,73,81,73,86,85,82
Gm28416,8,5,7,4,5,7
Oat-rs1,34,26,44,24,24,23
Gm3851,0,3,3,3,0,0
Gm37745,39,41,48,21,39,28
Gm38043,45,40,52,32,39,34
Gm3005,318,366,349,298,298,309
Abl2,9,8,3,8,8,9
Rpl36a,32,28,34,21,25,13
Gm15126,21,12,19,21,19,23
Gm8323,55,51,76,80,66,70
Gm11109,24,19,13,15,15,20
Gm9108,11,16,18,12,23,11
Gm10409,40,35,40,49,40,25
Gm49272,7,14,13,10,10,8
Gm44021,0,0,1,1,0,0
Caprin1,22,23,16,26,22,17
Mucl1,0,0,2,1,0,0
Pstpip1,128,148,161,147,138,117
Washc4,5,3,3,1,3,3
Gm15096,5,3,4,6,5,1
Mucl2,13,16,10,14,16,17
Bcs1l,10,13,17,10,14,15
4930431P22Rik,5,7,5,12,4,6
Hs6st3,259,234,217,280,281,226
Gm43354,4,0,3,4,1,4
Gm48968,1,0,2,1,1,0
4930404K13Rik,19,14,10,14,24,16
Gm48969,31,38,23,23,33,22
Zw10,1,0,2,0,1,0
Slc6a19os,2,0,0,1,2,2
Gm15836,19,28,28,32,26,30
Gm15093,1174,1215,1126,664,884,575
Gm4291,23,26,32,27,17,20
Casp12,6,8,9,8,3,4
A630023A22Rik,16,18,20,6,14,7
Qrich1,9,16,5,8,2,4
Gm8346,20,19,24,22,32,16
Mrpl30,9,10,12,37,16,22
Gm28419,18,22,21,6,10,4
Ott,5,5,6,4,4,0
Cfc1,7,14,10,6,7,8
Gm38093,3,6,3,2,1,1
Gm37244,8,7,11,6,11,11
Kcns1,1,1,1,0,1,0
Vps72,27,28,41,55,43,38
Trim68,3,1,1,1,3,2
Slc17a8,30,27,35,32,47,38
Gm21631,15,11,10,17,10,15
Lrrc30,3,0,0,1,0,1
Tcfl5,22,17,19,39,38,57
Gm5397,209,183,199,297,274,267
Dennd4a,1,3,1,12,8,12
Gm14707,12,15,11,17,14,9
Gm14717,8,6,4,7,3,3
Gm10723,0,1,2,2,1,4
Col9a3,11,5,4,14,15,14
Gm27179,4,0,3,1,1,2
Gm10292,2,1,3,5,4,1
Iqschfp,22,17,20,24,27,27
Nlrx1,2,6,8,6,1,1
Cep85,89,79,93,86,81,57
Gm47167,1,0,0,0,0,1
Olfr557,15,5,10,6,8,7
Oxgr1,16,24,17,21,20,23
Btbd7,5,5,3,2,7,8
Gm4681,7,7,3,10,12,14
Cldn34b3,9,4,3,4,6,6
Gm48997,31,41,37,43,49,45
Gm37996,19,16,17,15,26,21
Mmp21,3,0,2,4,4,0
Gm2429,21,7,15,23,27,23
Cldn34b4,1,0,0,1,0,0
Gm8935,19,12,13,19,24,19
Ccdc122,20,17,16,19,16,21
Gm44115,15,14,19,18,13,8
Cldn34d,24,12,9,15,17,24
Skint5,0,1,0,1,3,0
Gm14883,14,9,8,7,14,11
Lpo,8,11,4,1,5,6
Fetub,1,1,0,3,2,1
Prap1,12,10,17,21,8,20
Gm17227,12,18,10,19,17,13
Gm32443,13,17,7,16,14,11
Fuom,14,8,12,34,36,24
Gm48100,0,7,2,6,0,2
AC154542.1,0,0,0,1,1,2
Pura,18,13,25,13,20,12
Gm14714,2,1,3,1,2,0
Gm5398,5,3,11,8,13,1
Zcchc13,6,5,7,10,10,5
Gm5757,54,59,60,71,74,56
Sfmbt1,4,14,8,3,5,7
Gm5937,5,13,5,3,7,7
B230119M05Rik,63,55,54,48,63,61
Tmod4,68,101,90,55,54,48
Gm14874,34,17,27,22,34,30
Fam83e,2,4,3,0,1,1
Armcx4,17,23,20,21,10,17
AL627257.1,9,5,4,5,5,4
Gm13663,38,38,36,34,50,36
Gm13739,5,2,1,2,2,3
Hpx,1,1,0,0,1,1
Mcoln2,6,5,6,6,10,9
Gm5199,4,4,5,5,4,5
2700078F05Rik,1,4,5,4,6,3
Blm,47,46,47,59,59,54
Gm11434,55,41,43,34,32,25
Slc48a1,82,89,111,102,101,102
BC048602,14,21,13,15,12,14
Gm6923,207,244,189,110,97,142
Olfr1033,1,0,2,0,3,1
Cdk20,4,2,4,2,6,3
Gm14636,1,2,7,2,2,1
Dalrd3,8,5,4,8,8,10
Hdac7,1,3,2,2,1,1
Tor3a,15,18,17,15,23,10
Gm12525,1,3,3,0,1,2
Bpifa1,28,20,16,22,19,12
1700015C15Rik,1,0,0,1,0,0
Gm38317,4,7,4,2,2,3
Gm49209,1,5,0,5,5,4
Olfr1034,45,57,55,71,63,44
P4htm,9,23,16,13,21,14
Tmprss11d,15,12,13,15,8,12
4933413L06Rik,1,4,5,2,4,3
Gucy1b1,143,110,123,170,130,127
Agt,57,66,49,102,68,68
Gm26652,140,134,150,166,129,148
Hcn1,0,1,2,0,0,0
Gm8366,8,6,12,2,1,1
Gm15100,5,16,16,10,12,13
Mtm1,39,33,41,41,31,31
Gm28818,283,399,329,279,256,246
Spata31d1b,2,5,0,3,6,1
Gm15085,81,77,67,75,108,88
Zc3h3,7,9,9,9,7,8
Gm5528,13,12,9,13,13,16
Ralyl,64,52,66,75,75,49
Gm8885,12,22,14,21,23,48
Tmem165,64,60,45,46,57,32
Gm3020,3,2,2,4,6,2
Olfr1263,2,2,0,0,2,0
Olfr1037,82,75,71,90,99,84
Gm14885,72,73,76,84,79,67
Gm10095,0,0,0,1,0,1
Gm28864,5,3,2,5,11,4
Tex13c3,8,10,7,4,7,8
Mbnl2,64,41,47,42,53,46
Mreg,51,46,59,45,54,56
Gm43157,9,6,9,9,6,6
Apc-ps1,59,56,68,58,53,64
Abca4,208,173,170,216,235,249
Arih2,12,15,10,13,10,7
Gm48506,3,2,1,3,3,0
Gm2464,23,33,14,20,27,17
Gm6015,75,61,63,65,63,67
Gm2474,0,1,1,0,1,1
Gm46419,98,100,101,118,120,78
Spata31d1d,166,147,177,184,224,174
Gm13131,22,13,22,18,19,15
Mapk13,19,13,12,24,25,26
Zpld2,12,16,10,15,11,13
1700014D04Rik,48,43,59,58,70,62
Olfr1038-ps,38,29,54,48,54,42
Olfr1039,22,31,14,46,57,35
Pecr,6,6,8,5,2,3
Gm43158,34,26,24,28,21,24
Gm9361,35,55,47,60,37,36
Slc25a20,0,0,1,0,1,0
Irf2bpl,34,21,23,17,19,11
Gm12829,2,4,5,2,1,1
Cnst,13,19,13,4,5,3
Rsrc2,66,81,62,64,68,62
Isca1,1,0,0,1,0,1
Gm14875,0,1,1,0,0,1
Col6a3,1,0,0,1,0,1
Gm20547,18,23,25,31,32,32
Prkar2a,2,0,0,0,1,0
Gm18024,14,8,9,5,10,12
Slc9a8,18,10,10,14,15,12
Lmtk3,1,5,7,6,0,3
Hnf1b,13,12,14,13,11,12
Gm48194,30,29,15,28,24,25
Gm49354,2,2,2,3,2,2
Dffa,2,0,2,3,0,2
Gm30881,36,44,48,38,44,49
Gm6993,4,2,5,3,8,3
Gm32899,17,19,26,16,22,12
Mtx3,102,79,88,104,95,86
Pfdn1,55,57,40,46,35,39
Rb1cc1,33,30,31,40,41,33
Gm9662,5,2,0,1,8,10
Gm15880,21,35,24,42,36,21
Crtc3,3,2,2,4,3,4
B230334C09Rik,6,0,3,7,8,6
Gucy1a1,9,8,1,13,11,8
Lrrc40,2,1,1,5,4,3
Relb,18,14,22,18,20,28
Ip6k2,47,48,29,56,49,66
Asf1b,2,1,0,0,0,0
Gm44931,11,22,14,13,16,12
Tmprss11a,4,1,6,11,7,7
Gm26679,39,50,50,44,21,24
Foxd2os,149,166,123,174,176,161
Pdgfd,1,1,0,0,0,0
Hacd3,7,6,4,6,4,3
Gm16397,17,18,16,9,12,12
Foxe3,16,28,21,23,32,23
Gm27227,81,97,98,53,57,53
Nckipsd,106,125,116,79,109,78
Ldha-ps2,5,6,5,7,2,6
Gm50484,13,11,15,2,7,6
Gm15097,27,37,39,22,21,17
Gm13616,46,30,28,24,19,30
Gm15101,4,2,5,0,2,3
Dido1,13,16,11,6,9,12
Gm10439,71,65,65,53,56,45
Lyg2,28,33,39,21,38,23
Zbtb12,1,1,1,0,0,0
Gm8383,19,15,21,14,22,14
Gm14531,124,109,116,95,79,109
Rpl36-ps10,244,268,256,254,221,251
Rap2a,1,2,3,3,3,2
Gm15457,3,4,5,4,6,2
Spata19,29,25,30,41,36,32
Gm41253,75,102,70,56,47,38
Prkaca,5,10,8,18,18,8
Gm18076,2,1,1,1,0,1
Gm9391,48,60,61,88,87,57
Celsr3,4,5,2,8,7,3
Gm14224,2,0,1,1,1,2
4933440N22Rik,22,31,16,22,21,20
Gm26549,5,3,9,4,9,6
Gm4432,5,6,2,4,3,2
Epb41l1,1,0,4,3,1,1
Gm16083,4,8,9,11,12,12
Hbegf,0,0,1,1,0,0
Gm43137,2,2,2,1,1,2
Gm48960,40,33,37,50,42,42
Gm48965,11,1,4,8,2,7
Gm18994,8,8,5,8,3,5
Gm50199,1,1,0,2,0,0
Gm48961,38,29,38,32,43,34
Gm7968,9,7,13,17,14,16
Gm48966,16,12,19,14,9,13
Echs1,23,19,17,21,28,24
Cox6c,32,32,31,27,38,34
Olfr1040,49,47,50,64,59,67
Guca1b,58,71,61,119,88,50
Gm31630,27,33,34,19,28,30
Olfr1041-ps1,3,3,3,2,6,2
Cars,66,55,58,81,91,73
Gm4814,70,50,74,78,85,64
Catsper4,0,0,1,0,4,1
Cort,31,31,29,24,42,37
Tfap2e,84,95,94,74,96,77
Trim50,2,2,2,0,1,1
Gm15095,1,1,2,0,1,0
Nsmf,0,1,0,0,0,1
Gm43658,7,10,5,6,8,6
Ube2n-ps1,7,8,4,7,11,2
Clock,19,14,18,18,25,17
1500026H17Rik,1,2,0,1,2,0
Gm43863,0,1,0,2,0,0
Guca1a,20,17,8,18,15,12
Ipo5,34,32,42,45,83,75
AI661453,2,0,0,0,1,0
Slc26a6,222,218,196,265,299,274
Gm6222,92,76,96,86,90,79
Gm14893,121,106,122,140,129,107
Olfr1043,113,105,91,79,103,74
Gm37956,38,43,34,27,40,34
Brpf3,42,48,64,56,61,58
Gm50461,4,0,1,0,0,3
Gm5814,5,10,5,12,12,4
Coq9,56,59,64,56,37,34
Tspan3,8,8,14,25,22,14
Rpl19,3,2,4,2,2,1
Bpifb1,33,53,37,46,58,57
Tmprss11f,21,10,4,14,18,8
Cacnb1,20,15,20,21,23,20
2610017A05Rik,87,99,111,97,101,100
Lpar3,44,38,36,38,50,43
Ciapin1,1,0,1,0,1,0
Samd1,104,89,95,68,75,66
Actr6,23,18,17,58,62,49
Gm50008,25,30,30,65,59,41
Cipc,32,30,30,85,65,49
Gm35883,15,11,13,10,10,12
Gm36940,2,5,5,6,7,5
Peak1,179,148,184,244,257,297
Mks1,2,0,1,0,0,0
Dpp8,93,119,154,98,74,76
Sox5os5,31,20,27,27,37,31
Sox5it,167,262,196,130,146,136
Uqcrc1,2,3,1,1,2,1
Sox5os4,1,0,3,9,4,5
Taf8,140,184,150,140,165,124
Sox5os1,70,84,65,71,73,42
Gm29168,84,79,92,92,84,94
Sox5os2,177,162,161,184,217,215
Gm27174,86,129,119,102,104,106
4930555G07Rik,19,20,15,14,17,10
Gm46544,63,54,67,69,76,55
Gm15667,157,230,165,250,220,201
1700087M22Rik,1,1,1,1,0,0
4833419O12Rik,2,2,0,3,5,2
Gm44155,4,7,9,11,6,6
Gm9536,0,4,2,3,7,3
Gm44158,3,1,1,18,8,26
Gm44159,1,0,1,1,0,0
Rnf114,5,11,5,5,11,6
Rps10-ps2,170,224,170,119,147,117
1700102F20Rik,38,56,47,51,39,32
Gm49742,102,111,123,86,83,67
Tmem121b,59,51,61,43,56,65
Gm5051,1,1,1,0,2,0
Gm15091,275,273,268,315,354,269
Rtl1,8,5,5,7,4,6
Cnksr1,44,41,55,48,38,34
Gm8402,0,1,0,0,1,1
Gm13463,8,2,9,5,11,3
Gm20692,19,20,30,21,15,28
Spata2,138,132,157,117,110,118
Gm13462,15,21,18,16,19,9
Gm15104,10,13,17,7,8,10
Farp1,19,13,11,7,6,13
Gm6551,0,1,1,3,0,1
Gm9697,32,40,28,49,35,35
Psrc1,72,74,88,67,94,71
Tmem29,16,14,12,17,11,8
Cacna1s,123,112,125,125,143,118
Gm15752,27,37,30,25,35,43
Tab1,2,2,3,5,9,3
Gm38311,6,5,6,5,3,0
Gm6300,51,60,58,54,76,53
Gm37358,0,1,3,2,1,1
Gm20492,125,121,108,105,118,89
Rnft1,3,8,8,6,1,6
Epx,28,21,25,28,31,29
Gm13461,2,0,0,1,0,0
Gm3226,32,42,36,25,32,22
Dhx8,1,0,0,0,1,0
Exoc7,48,19,29,9,13,9
Il31ra,2,1,1,1,0,1
Gm2866,9,6,17,7,2,5
Olfr559,11,16,16,12,12,12
1700067K01Rik,88,81,85,52,51,53
Olfr1265,4,1,1,2,0,0
Gm45632,112,112,112,79,76,71
Trim3,16,13,15,17,8,8
Ucn2,4,4,0,1,2,2
Ascl1,37,40,43,20,17,17
Gm38004,20,22,26,21,19,13
Tsks,59,63,73,89,89,87
Gm49031,0,0,1,0,1,0
Loxl2,32,21,34,32,19,28
Gm48120,19,20,21,23,26,16
Gm43681,210,261,237,274,234,199
Ccni,0,4,3,2,0,1
Gm9633,18,27,25,30,20,28
Olfr1266-ps1,1,1,3,1,0,0
Slc15a1,18,16,14,20,26,19
Gm3095,32,28,27,45,32,34
Gm37787,37,54,35,37,21,20
Gm3033,7,6,10,9,11,14
